gene_id,gene_name,start,end,seqname
ENSG00000197622.13,CDC42SE1,151050971,151070325,chr1
ENSG00000213190.4,MLLT11,151060397,151069544,chr1
ENSG00000143458.12,GABPB2,151070578,151125542,chr1
ENSG00000143434.17,SEMA6C,151131685,151146631,chr1
ENSG00000163154.6,TNFAIP8L2,151156649,151159749,chr1
ENSG00000163156.12,SCNM1,151156664,151170296,chr1
ENSG00000163155.12,LYSMD1,151159748,151165948,chr1
ENSG00000163157.15,TMOD4,151169986,151176284,chr1
ENSG00000163159.15,VPS72,151176304,151195321,chr1
ENSG00000143398.20,PIP5K1A,151197949,151249536,chr1
ENSG00000159352.16,PSMD4,151254709,151267479,chr1
ENSG00000143373.18,ZNF687,151281618,151292176,chr1
ENSG00000143393.17,PI4KB,151291797,151327715,chr1
ENSG00000143390.18,RFX5,151340640,151347326,chr1
ENSG00000143416.21,SELENBP1,151364304,151372707,chr1
ENSG00000159377.11,PSMB4,151399560,151401937,chr1
ENSG00000143442.24,POGZ,151402724,151459494,chr1
ENSG00000143375.15,CGN,151510510,151538692,chr1
ENSG00000143367.17,TUFT1,151540305,151583583,chr1
ENSG00000143376.14,SNX27,151612006,151699091,chr1
ENSG00000159409.15,CELF3,151700058,151716803,chr1
ENSG00000178796.13,RIIAD1,151710433,151729805,chr1
ENSG00000143436.11,MRPL9,151759647,151763496,chr1
ENSG00000143450.19,OAZ3,151762899,151771334,chr1
ENSG00000182134.17,TDRKH,151770107,151791416,chr1
ENSG00000213171.3,LINGO4,151800264,151805419,chr1
ENSG00000143365.20,RORC,151806071,151831845,chr1
ENSG00000225556.2,C2CD4D,151837818,151840557,chr1
ENSG00000196407.12,THEM5,151847101,151853712,chr1
ENSG00000159445.13,THEM4,151870866,151909637,chr1
ENSG00000197747.9,S100A10,151982915,151993859,chr1
ENSG00000163191.6,S100A11,152032506,152047907,chr1
ENSG00000182898.4,TCHHL1,152084141,152089064,chr1
ENSG00000159450.13,TCHH,152106317,152115444,chr1
ENSG00000215853.3,RPTN,152153595,152159228,chr1
ENSG00000197915.7,HRNR,152212076,152224193,chr1
ENSG00000143631.11,FLG,152302165,152325239,chr1
ENSG00000143520.6,FLG2,152348735,152360006,chr1
ENSG00000143536.7,CRNN,152409243,152414263,chr1
ENSG00000186207.5,LCE5A,152510803,152512177,chr1
ENSG00000169509.6,CRCT1,152514482,152516008,chr1
ENSG00000185966.4,LCE3E,152565654,152566780,chr1
ENSG00000163202.5,LCE3D,152579381,152580516,chr1
ENSG00000244057.5,LCE3C,152600234,152601086,chr1
ENSG00000187238.5,LCE3B,152613811,152614098,chr1
ENSG00000185962.1,LCE3A,152622834,152623103,chr1
ENSG00000187223.4,LCE2D,152663380,152664659,chr1
ENSG00000187180.4,LCE2C,152675279,152676569,chr1
ENSG00000159455.9,LCE2B,152686123,152687397,chr1
ENSG00000187173.4,LCE2A,152698345,152699442,chr1
ENSG00000187170.6,LCE4A,152708160,152709434,chr1
ENSG00000198854.5,C1orf68,152719522,152720470,chr1
ENSG00000203786.7,KPRP,152758025,152762056,chr1
ENSG00000240386.4,LCE1F,152775140,152777024,chr1
ENSG00000186226.9,LCE1E,152786214,152788426,chr1
ENSG00000172155.10,LCE1D,152796721,152798181,chr1
ENSG00000197084.6,LCE1C,152804832,152806651,chr1
ENSG00000196734.9,LCE1B,152811971,152813108,chr1
ENSG00000186844.6,LCE1A,152827473,152828097,chr1
ENSG00000235942.3,LCE6A,152842856,152843983,chr1
ENSG00000285946.2,LCE7A,152859996,152861252,chr1
ENSG00000163206.6,SMCP,152878322,152885047,chr1
ENSG00000163207.7,IVL,152908546,152911886,chr1
ENSG00000283227.2,SPRR5,152947206,152949255,chr1
ENSG00000184148.4,SPRR4,152970648,152972574,chr1
ENSG00000169474.5,SPRR1A,152984081,152985814,chr1
ENSG00000163209.15,SPRR3,153001747,153003856,chr1
ENSG00000169469.9,SPRR1B,153031203,153032900,chr1
ENSG00000163216.7,SPRR2D,153039732,153041931,chr1
ENSG00000241794.2,SPRR2A,153056120,153057512,chr1
ENSG00000196805.8,SPRR2B,153070226,153071611,chr1
ENSG00000203785.9,SPRR2E,153093135,153106184,chr1
ENSG00000244094.2,SPRR2F,153112121,153113516,chr1
ENSG00000159516.9,SPRR2G,153149582,153150890,chr1
ENSG00000203784.3,LELP1,153203430,153205120,chr1
ENSG00000203783.5,PRR9,153217584,153219310,chr1
ENSG00000203782.6,LORICRIN,153259687,153262124,chr1
ENSG00000159527.4,PGLYRP3,153297116,153312952,chr1
ENSG00000163218.15,PGLYRP4,153330120,153348841,chr1
ENSG00000163220.11,S100A9,153357854,153361023,chr1
ENSG00000163221.9,S100A12,153373711,153375621,chr1
ENSG00000143546.10,S100A8,153390032,153391073,chr1
ENSG00000184330.12,S100A7A,153416520,153423222,chr1
ENSG00000143556.9,S100A7,153457744,153460651,chr1
ENSG00000197956.10,S100A6,153534599,153536244,chr1
ENSG00000196420.8,S100A5,153537147,153541765,chr1
ENSG00000196154.12,S100A4,153543613,153550136,chr1
ENSG00000188015.10,S100A3,153547329,153549258,chr1
ENSG00000196754.13,S100A2,153561108,153567890,chr1
ENSG00000188643.11,S100A16,153606886,153613145,chr1
ENSG00000189334.9,S100A14,153614255,153616986,chr1
ENSG00000189171.15,S100A13,153618787,153631360,chr1
ENSG00000160678.12,S100A1,153627926,153632039,chr1
ENSG00000160679.14,CHTOP,153633982,153646306,chr1
ENSG00000143553.11,SNAPIN,153658703,153661852,chr1
ENSG00000143621.17,ILF2,153661788,153671028,chr1
ENSG00000169418.10,NPR1,153678688,153693992,chr1
ENSG00000143624.14,INTS3,153728050,153774808,chr1
ENSG00000143554.14,SLC27A3,153774354,153780157,chr1
ENSG00000143614.11,GATAD2B,153789030,153923360,chr1
ENSG00000198837.10,DENND4B,153929501,153946718,chr1
ENSG00000160741.17,CRTC2,153947669,153958615,chr1
ENSG00000143570.19,SLC39A1,153959099,153968184,chr1
ENSG00000285779.1,ENSG00000285779,153959151,153975887,chr1
ENSG00000143578.16,CREB3L4,153967534,153974361,chr1
ENSG00000143543.15,JTB,153974269,153977674,chr1
ENSG00000285641.1,ENSG00000285641,153975850,153986246,chr1
ENSG00000143545.10,RAB13,153981617,153986358,chr1
ENSG00000177954.14,RPS27,153990762,153992155,chr1
ENSG00000143552.10,NUP210L,153992690,154155116,chr1
ENSG00000143549.22,TPM3,154155308,154194648,chr1
ENSG00000163263.7,CFAP141,154199085,154206333,chr1
ENSG00000143612.21,C1orf43,154206696,154220637,chr1
ENSG00000143569.20,UBAP2L,154220179,154271510,chr1
ENSG00000143575.16,HAX1,154272355,154275875,chr1
ENSG00000143595.13,AQP10,154321090,154325325,chr1
ENSG00000143515.20,ATP8B2,154325525,154351304,chr1
ENSG00000160712.13,IL6R,154405193,154469450,chr1
ENSG00000169291.10,SHE,154469772,154502412,chr1
ENSG00000163239.12,TDRD10,154502219,154548147,chr1
ENSG00000160714.10,UBE2Q1,154548577,154559028,chr1
ENSG00000160716.6,CHRNB2,154567778,154580013,chr1
ENSG00000160710.18,ADAR,154581695,154628013,chr1
ENSG00000143603.19,KCNN3,154697455,154870281,chr1
ENSG00000163344.6,PMVK,154924740,154936719,chr1
ENSG00000163346.17,PBXIP1,154944076,154956123,chr1
ENSG00000163348.4,PYGO2,154957026,154963853,chr1
ENSG00000160691.19,SHC1,154962298,154974395,chr1
ENSG00000173207.13,CKS1B,154974653,154979251,chr1
ENSG00000160688.19,FLAD1,154983338,154993111,chr1
ENSG00000163352.6,LENEP,154993586,154994315,chr1
ENSG00000160685.14,ZBTB7B,155002630,155018523,chr1
ENSG00000163354.15,DCST2,155018520,155033781,chr1
ENSG00000163357.11,DCST1,155033824,155050930,chr1
ENSG00000143537.14,ADAM15,155050566,155062775,chr1
ENSG00000243364.8,EFNA4,155063737,155069553,chr1
ENSG00000251246.1,EFNA4-EFNA3,155063748,155086807,chr1
ENSG00000143590.14,EFNA3,155078837,155087538,chr1
ENSG00000169242.12,EFNA1,155127876,155134899,chr1
ENSG00000169241.19,SLC50A1,155135344,155138857,chr1
ENSG00000179085.8,DPM3,155139891,155140595,chr1
ENSG00000163463.13,KRTCAP2,155169408,155173475,chr1
ENSG00000273088.2,ENSG00000273088,155169409,155187272,chr1
ENSG00000163462.19,TRIM46,155173787,155184971,chr1
ENSG00000185499.17,MUC1,155185824,155192916,chr1
ENSG00000169231.13,THBS3,155195588,155209051,chr1
ENSG00000173171.15,MTX1,155208695,155213824,chr1
ENSG00000177628.16,GBA1,155234452,155244699,chr1
ENSG00000160767.23,ENTREP3,155247205,155255483,chr1
ENSG00000116521.11,SCAMP3,155255979,155262430,chr1
ENSG00000176444.19,CLK2,155262868,155278491,chr1
ENSG00000143630.10,HCN3,155277463,155289848,chr1
ENSG00000143627.19,PKLR,155289293,155301438,chr1
ENSG00000160752.15,FDPS,155308748,155320666,chr1
ENSG00000160753.17,RUSC1,155320894,155331114,chr1
ENSG00000116539.14,ASH1L,155335268,155563162,chr1
ENSG00000125459.18,MSTO1,155563235,155614951,chr1
ENSG00000163374.20,YY1AP1,155659443,155689000,chr1
ENSG00000132676.16,DAP3,155687960,155739010,chr1
ENSG00000116580.20,GON4L,155749659,155859400,chr1
ENSG00000132718.9,SYT11,155859567,155885199,chr1
ENSG00000143622.12,RIT1,155897808,155911404,chr1
ENSG00000132680.11,KHDC4,155913045,155934413,chr1
ENSG00000173080.6,RXFP4,155941638,155943087,chr1
ENSG00000116584.22,ARHGEF2,155946851,156007070,chr1
ENSG00000163479.14,SSR2,156009048,156020951,chr1
ENSG00000160803.8,UBQLN4,156035299,156053798,chr1
ENSG00000116586.12,LAMTOR2,156054782,156058506,chr1
ENSG00000132698.15,RAB25,156061160,156070504,chr1
ENSG00000254726.3,MEX3A,156072013,156082465,chr1
ENSG00000160789.24,LMNA,156082573,156140081,chr1
ENSG00000196189.14,SEMA4A,156147366,156177752,chr1
ENSG00000160785.14,SLC25A44,156193932,156212796,chr1
ENSG00000260238.6,PMF1-BGLAP,156212982,156243332,chr1
ENSG00000160783.19,PMF1,156212993,156240042,chr1
ENSG00000242252.2,BGLAP,156242184,156243317,chr1
ENSG00000160781.17,PAQR6,156243320,156248117,chr1
ENSG00000198952.8,SMG5,156249224,156282825,chr1
ENSG00000163472.19,TMEM79,156282935,156293185,chr1
ENSG00000198715.13,GLMP,156290089,156295689,chr1
ENSG00000189030.10,VHLL,156298624,156299307,chr1
ENSG00000163468.15,CCT3,156308968,156367873,chr1
ENSG00000163467.12,TSACC,156337314,156346995,chr1
ENSG00000132677.13,RHBG,156369211,156385219,chr1
ENSG00000116604.19,MEF2D,156463727,156500779,chr1
ENSG00000183856.11,IQGAP3,156525405,156572604,chr1
ENSG00000187862.13,TTC24,156579723,156587719,chr1
ENSG00000163382.13,NAXE,156591756,156609507,chr1
ENSG00000160818.17,GPATCH4,156594301,156601496,chr1
ENSG00000132702.13,HAPLN2,156619331,156625725,chr1
ENSG00000132692.19,BCAN,156641390,156659532,chr1
ENSG00000132688.11,NES,156668763,156677407,chr1
ENSG00000143320.9,CRABP2,156699606,156705816,chr1
ENSG00000143319.17,ISG20L2,156721891,156728766,chr1
ENSG00000143303.12,METTL25B,156728442,156736960,chr1
ENSG00000143314.12,MRPL24,156737303,156741590,chr1
ENSG00000143321.19,HDGF,156742109,156766925,chr1
ENSG00000143294.15,PRCC,156750610,156800815,chr1
ENSG00000027869.12,SH2D2A,156806243,156816848,chr1
ENSG00000198400.14,NTRK1,156815636,156881850,chr1
ENSG00000027644.5,INSRR,156840063,156859117,chr1
ENSG00000187800.14,PEAR1,156893698,156916429,chr1
ENSG00000160838.14,LRRC71,156920632,156933094,chr1
ENSG00000132694.19,ARHGEF11,156934840,157045742,chr1
ENSG00000253831.3,ETV3L,157092043,157112412,chr1
ENSG00000117036.12,ETV3,157121191,157138474,chr1
ENSG00000143297.19,FCRL5,157513377,157552515,chr1
ENSG00000163518.11,FCRL4,157573747,157598085,chr1
ENSG00000160856.21,FCRL3,157674321,157700769,chr1
ENSG00000132704.16,FCRL2,157745733,157777132,chr1
ENSG00000163534.15,FCRL1,157794403,157820120,chr1
ENSG00000073754.6,CD5L,157830911,157898256,chr1
ENSG00000183853.18,KIRREL1,157993273,158100262,chr1
ENSG00000288460.1,SMIM42,158127287,158128301,chr1
ENSG00000158473.8,CD1D,158178030,158186427,chr1
ENSG00000158477.7,CD1A,158254424,158258269,chr1
ENSG00000158481.13,CD1C,158289923,158294774,chr1
ENSG00000158485.11,CD1B,158327951,158331531,chr1
ENSG00000158488.16,CD1E,158353696,158357553,chr1
ENSG00000186306.1,OR10T2,158398522,158399466,chr1
ENSG00000180708.6,OR10K2,158418210,158426237,chr1
ENSG00000173285.5,OR10K1,158461574,158470857,chr1
ENSG00000198965.5,OR10R2,158472220,158480936,chr1
ENSG00000197532.3,OR6Y1,158544550,158554405,chr1
ENSG00000186440.3,OR6P1,158560606,158570580,chr1
ENSG00000279111.2,OR10X1,158578919,158579899,chr1
ENSG00000198967.5,OR10Z1,158605268,158612514,chr1
ENSG00000163554.15,SPTA1,158610704,158686715,chr1
ENSG00000196171.3,OR6K2,158699678,158700652,chr1
ENSG00000203757.2,OR6K3,158716327,158720720,chr1
ENSG00000197403.5,OR6N1,158747814,158772195,chr1
ENSG00000180433.6,OR6K6,158754720,158755891,chr1
ENSG00000188340.3,OR6N2,158774222,158781204,chr1
ENSG00000163563.8,MNDA,158831351,158849506,chr1
ENSG00000163564.15,PYHIN1,158930796,158977059,chr1
ENSG00000163565.20,IFI16,158999968,159055155,chr1
ENSG00000289721.1,PYDC5,158999971,159002751,chr1
ENSG00000163568.16,AIM2,159061599,159187843,chr1
ENSG00000162706.13,CADM3,159171609,159203313,chr1
ENSG00000213088.13,ACKR1,159204875,159206500,chr1
ENSG00000179639.11,FCER1A,159289714,159308224,chr1
ENSG00000196266.6,OR10J3,159313720,159314659,chr1
ENSG00000249730.1,OR10J4,159432204,159433138,chr1
ENSG00000196184.10,OR10J1,159437845,159443078,chr1
ENSG00000184155.8,OR10J5,159535078,159536007,chr1
ENSG00000132703.4,APCS,159587826,159588865,chr1
ENSG00000132693.12,CRP,159712289,159714589,chr1
ENSG00000158716.9,DUSP23,159780932,159782543,chr1
ENSG00000181036.14,FCRL6,159800511,159816257,chr1
ENSG00000158714.11,SLAMF8,159826811,159837492,chr1
ENSG00000256029.6,ENSG00000256029,159834474,159873053,chr1
ENSG00000243284.1,VSIG8,159854316,159862657,chr1
ENSG00000213085.10,CFAP45,159872364,159900165,chr1
ENSG00000158710.15,TAGLN2,159918107,159925507,chr1
ENSG00000085552.18,IGSF9,159927039,159945613,chr1
ENSG00000162723.10,SLAMF9,159951492,159954237,chr1
ENSG00000177807.10,KCNJ10,159998651,160070160,chr1
ENSG00000143315.8,PIGM,160024953,160031990,chr1
ENSG00000162728.5,KCNJ9,160081538,160090563,chr1
ENSG00000162729.14,IGSF8,160091340,160098943,chr1
ENSG00000018625.15,ATP1A2,160115759,160143591,chr1
ENSG00000132681.17,ATP1A4,160151586,160186980,chr1
ENSG00000143318.13,CASQ1,160190575,160201886,chr1
ENSG00000162734.13,PEA15,160205380,160215376,chr1
ENSG00000132716.19,DCAF8,160215715,160262549,chr1
ENSG00000258465.8,ENSG00000258465,160216800,160285130,chr1
ENSG00000162735.19,PEX19,160276807,160286348,chr1
ENSG00000122218.17,COPA,160288594,160343566,chr1
ENSG00000162736.18,NCSTN,160343294,160358952,chr1
ENSG00000171786.6,NHLH1,160367071,160372846,chr1
ENSG00000162738.7,VANGL2,160400564,160428670,chr1
ENSG00000162739.14,SLAMF6,160485030,160523262,chr1
ENSG00000066294.15,CD84,160541095,160579516,chr1
ENSG00000117090.16,SLAMF1,160608106,160647044,chr1
ENSG00000117091.10,CD48,160678746,160711831,chr1
ENSG00000026751.17,SLAMF7,160739057,160754821,chr1
ENSG00000122224.18,LY9,160796074,160828261,chr1
ENSG00000122223.13,CD244,160830160,160862887,chr1
ENSG00000179914.5,ITLN1,160876540,160885180,chr1
ENSG00000158764.7,ITLN2,160945025,160954809,chr1
ENSG00000158769.18,F11R,160995211,161021343,chr1
ENSG00000270149.5,ENSG00000270149,160997957,161038962,chr1
ENSG00000215845.11,TSTD1,161037631,161038977,chr1
ENSG00000158773.14,USF1,161039251,161045977,chr1
ENSG00000186517.14,ARHGAP30,161046946,161069970,chr1
ENSG00000143217.9,NECTIN4,161070998,161089558,chr1
ENSG00000162755.14,KLHDC9,161098361,161100346,chr1
ENSG00000143256.5,PFDN2,161100556,161118055,chr1
ENSG00000158793.14,NIT1,161118086,161125445,chr1
ENSG00000158796.17,DEDD,161120974,161132688,chr1
ENSG00000143222.12,UFC1,161152776,161158856,chr1
ENSG00000143258.17,USP21,161159450,161165723,chr1
ENSG00000143224.18,PPOX,161166056,161178013,chr1
ENSG00000158850.15,B4GALT3,161171310,161177968,chr1
ENSG00000158859.10,ADAMTS4,161184302,161199054,chr1
ENSG00000158864.13,NDUFS2,161197104,161214723,chr1
ENSG00000158869.11,FCER1G,161215234,161220699,chr1
ENSG00000158874.11,APOA2,161222292,161223631,chr1
ENSG00000158882.15,TOMM40L,161225939,161230746,chr1
ENSG00000143257.12,NR1I3,161229666,161238244,chr1
ENSG00000248485.2,PCP4L1,161258745,161285450,chr1
ENSG00000158887.19,MPZ,161304735,161309968,chr1
ENSG00000143252.16,SDHC,161314381,161363206,chr1
ENSG00000188931.4,CFAP126,161364733,161367876,chr1
ENSG00000143226.16,FCGR2A,161505430,161524013,chr1
ENSG00000173110.8,HSPA6,161524540,161526894,chr1
ENSG00000203747.13,FCGR3A,161541759,161550968,chr1
ENSG00000289768.1,ENSG00000289768,161544807,161631456,chr1
ENSG00000244682.8,FCGR2C,161581339,161605662,chr1
ENSG00000162747.13,FCGR3B,161623196,161631963,chr1
ENSG00000072694.22,FCGR2B,161663143,161678654,chr1
ENSG00000132185.18,FCRLA,161706972,161714352,chr1
ENSG00000162746.15,FCRLB,161721544,161728143,chr1
ENSG00000081721.12,DUSP12,161749758,161757238,chr1
ENSG00000118217.7,ATF6,161766298,161977574,chr1
ENSG00000162745.11,OLFML2B,161983192,162023869,chr1
ENSG00000198929.13,NOS1AP,162069691,162370475,chr1
ENSG00000254706.3,ENSG00000254706,162365407,162383531,chr1
ENSG00000171722.13,SPATA46,162373203,162376854,chr1
ENSG00000239887.6,C1orf226,162378841,162386812,chr1
ENSG00000198574.6,SH2D1B,162395268,162412138,chr1
ENSG00000152332.16,UHMK1,162497251,162529631,chr1
ENSG00000117143.14,UAP1,162561722,162601240,chr1
ENSG00000162733.19,DDR2,162631373,162787405,chr1
ENSG00000132196.16,HSD17B7,162790702,162812823,chr1
ENSG00000185860.14,CCDC190,162824458,162868761,chr1
ENSG00000117152.14,RGS4,163068775,163076802,chr1
ENSG00000143248.13,RGS5,163111121,163321791,chr1
ENSG00000143228.13,NUF2,163266576,163355764,chr1
ENSG00000185630.20,PBX1,164555584,164899296,chr1
ENSG00000162761.14,LMX1A,165201867,165356715,chr1
ENSG00000143171.13,RXRG,165400922,165445355,chr1
ENSG00000162763.4,LRRC52,165544000,165563957,chr1
ENSG00000143198.13,MGST3,165631213,165661796,chr1
ENSG00000143149.13,ALDH9A1,165662216,165698562,chr1
ENSG00000143183.18,TMCO1,165724293,165827755,chr1
ENSG00000143179.16,UCK2,165827614,165911618,chr1
ENSG00000188859.7,FAM78B,166057426,166167001,chr1
ENSG00000143157.12,POGK,166839447,166856359,chr1
ENSG00000152382.6,TADA1,166856510,166876264,chr1
ENSG00000143195.13,ILDR2,166895711,166975540,chr1
ENSG00000143194.13,MAEL,166975582,167022214,chr1
ENSG00000143167.12,GPA33,167052836,167166479,chr1
ENSG00000198842.10,STYXL2,167094075,167129165,chr1
ENSG00000143190.23,POU2F1,167220876,167427345,chr1
ENSG00000198821.12,CD247,167425027,167518640,chr1
ENSG00000143162.9,CREG1,167529117,167553805,chr1
ENSG00000198771.11,RCSD1,167630093,167708696,chr1
ENSG00000197965.12,MPZL1,167721192,167791919,chr1
ENSG00000143199.18,ADCY10,167809386,167914215,chr1
ENSG00000143158.11,MPC2,167916675,167937072,chr1
ENSG00000143164.16,DCAF6,167935783,168075843,chr1
ENSG00000143147.15,GPR161,168079542,168137667,chr1
ENSG00000143155.13,TIPRL,168178962,168202109,chr1
ENSG00000213064.10,SFT2D2,168225938,168253021,chr1
ENSG00000143178.13,TBX19,168280877,168314426,chr1
ENSG00000143185.4,XCL2,168540768,168543997,chr1
ENSG00000143184.5,XCL1,168576605,168582069,chr1
ENSG00000143196.5,DPT,168695468,168729206,chr1
ENSG00000143153.14,ATP1B1,169105697,169310992,chr1
ENSG00000143156.14,NME7,169132531,169367948,chr1
ENSG00000117475.14,BLZF1,169367970,169396540,chr1
ENSG00000117477.13,CCDC181,169394870,169460669,chr1
ENSG00000117479.15,SLC19A2,169463909,169485944,chr1
ENSG00000198734.12,F5,169511951,169586588,chr1
ENSG00000174175.17,SELP,169588849,169630193,chr1
ENSG00000000460.17,C1orf112,169662007,169854080,chr1
ENSG00000188404.10,SELL,169690665,169711702,chr1
ENSG00000007908.16,SELE,169722640,169764705,chr1
ENSG00000171806.12,METTL18,169792529,169794963,chr1
ENSG00000000457.14,SCYL3,169849631,169894267,chr1
ENSG00000075945.13,KIFAP3,169921326,170085208,chr1
ENSG00000203740.4,NTMT2,170145959,170168866,chr1
ENSG00000120370.14,GORAB,170531819,170553834,chr1
ENSG00000116132.12,PRRX1,170662728,170739421,chr1
ENSG00000117501.15,MROH9,170935526,171064765,chr1
ENSG00000007933.13,FMO3,171090901,171117819,chr1
ENSG00000094963.14,FMO2,171185249,171212686,chr1
ENSG00000010932.17,FMO1,171248471,171285978,chr1
ENSG00000076258.10,FMO4,171314183,171342084,chr1
ENSG00000117523.18,PRRC2C,171485530,171593511,chr1
ENSG00000283683.2,MYOCOS,171600621,171638799,chr1
ENSG00000034971.17,MYOC,171635417,171652688,chr1
ENSG00000117533.15,VAMP4,171700160,171742074,chr1
ENSG00000010165.20,METTL13,171781660,171814023,chr1
ENSG00000197959.15,DNM3,171817887,172418466,chr1
ENSG00000135845.10,PIGC,172370189,172444086,chr1
ENSG00000180999.11,C1orf105,172420685,172468831,chr1
ENSG00000094975.15,SUCO,172532349,172611833,chr1
ENSG00000117560.8,FASLG,172659103,172666876,chr1
ENSG00000120337.10,TNFSF18,173039202,173050941,chr1
ENSG00000117586.11,TNFSF4,173183731,173207331,chr1
ENSG00000117592.9,PRDX6,173477330,173488815,chr1
ENSG00000162753.13,SLC9C2,173500460,173603072,chr1
ENSG00000285777.1,ENSG00000285777,173596060,173669837,chr1
ENSG00000183831.7,ANKRD45,173608336,173669851,chr1
ENSG00000232113.3,TEX50,173635338,173637130,chr1
ENSG00000076321.11,KLHL20,173714941,173786692,chr1
ENSG00000120334.16,CENPL,173799550,173824883,chr1
ENSG00000117593.12,DARS2,173824653,173858808,chr1
ENSG00000185278.16,ZBTB37,173868082,173903547,chr1
ENSG00000117601.15,SERPINC1,173903800,173917327,chr1
ENSG00000135870.12,RC3H1,173931084,174022357,chr1
ENSG00000152061.24,RABGAP1L,174159410,174995308,chr1
ENSG00000203737.5,GPR52,174447964,174449545,chr1
ENSG00000116161.18,CACYBP,174999163,175012027,chr1
ENSG00000120333.4,MRPS14,175010789,175023425,chr1
ENSG00000120332.17,TNN,175067833,175148075,chr1
ENSG00000235750.10,KIAA0040,175156986,175192999,chr1
ENSG00000116147.18,TNR,175315194,175743595,chr1
ENSG00000143207.21,COP1,175944831,176207286,chr1
ENSG00000116183.11,PAPPA2,176463171,176845601,chr1
ENSG00000152092.16,ASTN1,176857302,177164973,chr1
ENSG00000198797.7,BRINP2,177170958,177282422,chr1
ENSG00000120341.19,SEC16B,177923956,177984303,chr1
ENSG00000075391.18,RASAL2,178094104,178484147,chr1
ENSG00000188585.10,CLEC20A,178479240,178499634,chr1
ENSG00000240021.10,TEX35,178513109,178548602,chr1
ENSG00000116191.19,RALGPS2,178725165,178921842,chr1
ENSG00000116194.13,ANGPTL1,178849535,178871077,chr1
ENSG00000116199.12,FAM20B,179025804,179076567,chr1
ENSG00000186283.14,TOR3A,179082070,179098023,chr1
ENSG00000143322.22,ABL2,179099330,179229684,chr1
ENSG00000057252.13,SOAT1,179293714,179358680,chr1
ENSG00000162779.22,AXDND1,179365720,179554735,chr1
ENSG00000116218.13,NPHS2,179550539,179575952,chr1
ENSG00000162782.16,TDRD5,179591613,179691272,chr1
ENSG00000143340.7,FAM163A,179743291,179816198,chr1
ENSG00000169905.13,TOR1AIP2,179839967,179877803,chr1
ENSG00000143337.19,TOR1AIP1,179882042,179920077,chr1
ENSG00000135837.17,CEP350,179954674,180114880,chr1
ENSG00000116260.17,QSOX1,180154869,180204030,chr1
ENSG00000121454.6,LHX4,180230264,180278984,chr1
ENSG00000230124.8,ACBD6,180269653,180502954,chr1
ENSG00000143324.14,XPR1,180632022,180890279,chr1
ENSG00000135835.12,KIAA1614,180912897,180951614,chr1
ENSG00000135823.14,STX6,180972712,181023121,chr1
ENSG00000153029.16,MR1,181033374,181061938,chr1
ENSG00000162783.11,IER5,181088700,181092900,chr1
ENSG00000198216.14,CACNA1E,181317690,181813262,chr1
ENSG00000179930.6,ZNF648,182054570,182061712,chr1
ENSG00000135821.19,GLUL,182378098,182392206,chr1
ENSG00000203730.3,TEDDM1,182398117,182400667,chr1
ENSG00000121446.20,RGSL1,182409192,182560599,chr1
ENSG00000135828.11,RNASEL,182573634,182589256,chr1
ENSG00000143333.7,RGS16,182598623,182604389,chr1
ENSG00000135824.13,RGS8,182641816,182684587,chr1
ENSG00000135838.14,NPL,182789293,182830384,chr1
ENSG00000135829.17,DHX9,182839347,182887982,chr1
ENSG00000157060.16,SHCBP1L,182899865,182953525,chr1
ENSG00000135862.6,LAMC1,183023420,183145592,chr1
ENSG00000058085.15,LAMC2,183186238,183245127,chr1
ENSG00000157064.11,NMNAT2,183248237,183418380,chr1
ENSG00000116698.22,SMG7,183472216,183598246,chr1
ENSG00000116701.16,NCF2,183554461,183590905,chr1
ENSG00000162704.16,ARPC5,183620846,183635783,chr1
ENSG00000143344.16,RGL1,183636085,183928532,chr1
ENSG00000173627.8,APOBEC4,183646275,183653316,chr1
ENSG00000198756.12,COLGALT2,183929854,184037729,chr1
ENSG00000198860.14,TSEN15,184051651,184123978,chr1
ENSG00000116667.15,C1orf21,184387029,184629019,chr1
ENSG00000116406.20,EDEM3,184690237,184754907,chr1
ENSG00000135842.17,NIBAN1,184790724,184974508,chr1
ENSG00000121481.11,RNF2,185045526,185102603,chr1
ENSG00000121486.12,TRMT1L,185118101,185157072,chr1
ENSG00000116668.13,SWT1,185157080,185291781,chr1
ENSG00000116679.16,IVNS1ABP,185296388,185317273,chr1
ENSG00000143341.12,HMCN1,185734391,186190949,chr1
ENSG00000116690.13,PRG4,186296279,186314567,chr1
ENSG00000047410.14,TPR,186311652,186375693,chr1
ENSG00000157181.16,ODR4,186375838,186421378,chr1
ENSG00000116703.14,PDC,186443566,186461114,chr1
ENSG00000073756.13,PTGS2,186671791,186680922,chr1
ENSG00000116711.10,PLA2G4A,186828949,186988981,chr1
ENSG00000162670.11,BRINP3,190097658,190478404,chr1
ENSG00000150681.10,RGS18,192158462,192185815,chr1
ENSG00000253148.1,RGS21,192316992,192367285,chr1
ENSG00000090104.12,RGS1,192575763,192580024,chr1
ENSG00000127074.15,RGS13,192636138,192660311,chr1
ENSG00000116741.8,RGS2,192809039,192812275,chr1
ENSG00000116750.14,UCHL5,193012250,193060080,chr1
ENSG00000116747.13,RO60,193059454,193091777,chr1
ENSG00000023572.10,GLRX2,193090866,193106114,chr1
